name,class,level,power,price,date
Ragnarokk89,lionheart,115,190671,70,2026-02-03
FW Kiff,taoist,147,351534,690,2026-02-03
Spontaneousシ,lancer,137,250559,700,2026-02-03
Pôsêidon,lancer,156,430495,2300,2026-02-03
77 KillDim,taoist,152,400535,1275,2026-02-03
L00kBag,arbalist,113,215610,120,2026-02-03
彡Đ么ISOU彡,darkist,148,378990,720,2026-02-03
真太郎,arbalist,159,457047,4150,2026-02-03
SRB Viagra,taoist,146,342381,500,2026-02-03
大大大热狗,taoist,141,341957,460,2026-02-03
13thGhost,taoist,133,279518,260,2026-02-03
NightDay夜,taoist,154,401568,1250,2026-02-03
SnowyPath,arbalist,155,413653,2300,2026-02-03
AllAcceTrad,lionheart,135,331011,700,2026-02-03
Bl4ck Bingo,warrior,152,427148,2900,2026-02-03
Ironwall EvC,warrior,156,444699,4444,2026-02-03
쾅 Yunha,arbalist,143,327094,320,2026-02-03
逍遥丶丹丹,arbalist,155,456320,3800,2026-02-03
Sinister Joe,lancer,143,374489,1300,2026-02-03
LEGACY 亗,lionheart,142,336203,1100,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
Ecthelion 源,warrior,155,391992,1280,2026-02-03
Димeдрoлычッ,arbalist,151,383653,750,2026-02-03
7slotpet,arbalist,146,385173,1100,2026-02-03
Dei'tii,warrior,138,351348,450,2026-02-03
HstatsNofake,sorcerer,168,601575,20999,2026-02-03
mythpetTReq,taoist,153,425893,2800,2026-02-03
Ingrid6991,taoist,157,427859,6500,2026-02-03
GH10Re1Lpet,taoist,141,315557,370,2026-02-03
Nynex,arbalist,136,241432,165,2026-02-03
디제이ぷPosero,warrior,154,400016,2000,2026-02-03
McQueẽn,arbalist,151,396910,1100,2026-02-03
ATK13200AC5K,arbalist,150,376793,1396,2026-02-03
2LPETSTUNTRD,arbalist,135,284580,300,2026-02-03
⑦⑦ IRON,taoist,153,388896,1999,2026-02-03
bitskie,warrior,141,320818,330,2026-02-03
服部 半蔵 Cloy,warrior,146,373107,750,2026-02-03
써니팀 TønRox,sorcerer,165,514964,10300,2026-02-03
KolKisha ツ メ,arbalist,144,337495,500,2026-02-03
KyﾑﾑべKyﾑﾑ ヅ,warrior,148,372491,1080,2026-02-03
4kSteelBagX,arbalist,137,302872,489,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
Ecthelion 源,warrior,155,391992,1280,2026-02-03
Димeдрoлычッ,arbalist,151,383653,750,2026-02-03
7slotpet,arbalist,146,385173,1100,2026-02-03
Dei'tii,warrior,138,351348,450,2026-02-03
HstatsNofake,sorcerer,168,601575,20999,2026-02-03
mythpetTReq,taoist,153,425893,2800,2026-02-03
Ingrid6991,taoist,157,427859,6500,2026-02-03
GH10Re1Lpet,taoist,141,315557,370,2026-02-03
Nynex,arbalist,136,241432,165,2026-02-03
디제이ぷPosero,warrior,154,400016,2000,2026-02-03
McQueẽn,arbalist,151,396910,1100,2026-02-03
ATK13200AC5K,arbalist,150,376793,1396,2026-02-03
2LPETSTUNTRD,arbalist,135,284580,300,2026-02-03
⑦⑦ IRON,taoist,153,388896,1999,2026-02-03
bitskie,warrior,141,320818,330,2026-02-03
服部 半蔵 Cloy,warrior,146,373107,750,2026-02-03
써니팀 TønRox,sorcerer,165,514964,10300,2026-02-03
KolKisha ツ メ,arbalist,144,337495,500,2026-02-03
KyﾑﾑべKyﾑﾑ ヅ,warrior,148,372491,1080,2026-02-03
4kSteelBagX,arbalist,137,302872,489,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
Ecthelion 源,warrior,155,391992,1280,2026-02-03
Димeдрoлычッ,arbalist,151,383653,750,2026-02-03
7slotpet,arbalist,146,385173,1100,2026-02-03
Dei'tii,warrior,138,351348,450,2026-02-03
HstatsNofake,sorcerer,168,601575,20999,2026-02-03
mythpetTReq,taoist,153,425893,2800,2026-02-03
Ingrid6991,taoist,157,427859,6500,2026-02-03
GH10Re1Lpet,taoist,141,315557,370,2026-02-03
Nynex,arbalist,136,241432,165,2026-02-03
디제이ぷPosero,warrior,154,400016,2000,2026-02-03
McQueẽn,arbalist,151,396910,1100,2026-02-03
ATK13200AC5K,arbalist,150,376793,1396,2026-02-03
2LPETSTUNTRD,arbalist,135,284580,300,2026-02-03
⑦⑦ IRON,taoist,153,388896,1999,2026-02-03
bitskie,warrior,141,320818,330,2026-02-03
服部 半蔵 Cloy,warrior,146,373107,750,2026-02-03
써니팀 TønRox,sorcerer,165,514964,10300,2026-02-03
KolKisha ツ メ,arbalist,144,337495,500,2026-02-03
KyﾑﾑべKyﾑﾑ ヅ,warrior,148,372491,1080,2026-02-03
4kSteelBagX,arbalist,137,302872,489,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
2sphe2horncl,arbalist,115,164690,169,2026-02-03
3sph3scal2st,arbalist,123,181693,250,2026-02-03
x3reforge,arbalist,115,181152,250,2026-02-03
3SphScaLbadg,taoist,113,171851,300,2026-02-03
Arcane Mind,sorcerer,154,431191,2300,2026-02-03
FusKIIN,arbalist,125,202740,200,2026-02-03
4SPHEbracel,taoist,138,212307,350,2026-02-03
敞开胸罩任我吹,arbalist,91,138483,49,2026-02-03
5k2evabuild,warrior,153,430612,2650,2026-02-03
minxu33,sorcerer,95,125651,100,2026-02-03
メ Seth メ,darkist,169,536373,14000,2026-02-03
Ecthelion 源,warrior,155,391992,1280,2026-02-03
Димeдрoлычッ,arbalist,151,383653,750,2026-02-03
7slotpet,arbalist,146,385173,1100,2026-02-03
Dei'tii,warrior,138,351348,450,2026-02-03
HstatsNofake,sorcerer,168,601575,20999,2026-02-03
mythpetTReq,taoist,153,425893,2800,2026-02-03
Ingrid6991,taoist,157,427859,6500,2026-02-03
GH10Re1Lpet,taoist,141,315557,370,2026-02-03
Nynex,arbalist,136,241432,165,2026-02-03
디제이ぷPosero,warrior,154,400016,2000,2026-02-03
McQueẽn,arbalist,151,396910,1100,2026-02-03
ATK13200AC5K,arbalist,150,376793,1396,2026-02-03
2LPETSTUNTRD,arbalist,135,284580,300,2026-02-03
⑦⑦ IRON,taoist,153,388896,1999,2026-02-03
bitskie,warrior,141,320818,330,2026-02-03
服部 半蔵 Cloy,warrior,146,373107,750,2026-02-03
써니팀 TønRox,sorcerer,165,514964,10300,2026-02-03
KolKisha ツ メ,arbalist,144,337495,500,2026-02-03
KyﾑﾑべKyﾑﾑ ヅ,warrior,148,372491,1080,2026-02-03
4kSteelBagX,arbalist,137,302872,489,2026-02-03
PSY・Kosy,sorcerer,152,415544,2799,2026-02-03
Malena 亗,taoist,142,322980,300,2026-02-03
imortale2,warrior,105,180461,109,2026-02-03
Gojìra,lancer,105,191007,109,2026-02-03
Ginkobiloba焱,arbalist,155,452026,3490,2026-02-03
SG丶Crutskìé,taoist,145,359565,675,2026-02-03
H・HandSomeツ,warrior,148,380263,850,2026-02-03
Z0lata,arbalist,158,441456,2600,2026-02-03
イザナギ刃,warrior,138,329822,355,2026-02-03
҉ Frénzy ҉,sorcerer,162,504501,6760,2026-02-03
・G O K U・,warrior,144,362900,850,2026-02-03
Boлk,warrior,142,343001,543,2026-02-03
逍遥丶慕容小兔,taoist,157,460802,3450,2026-02-03
丶khian乄,arbalist,140,297831,230,2026-02-03
T2LegTradEWp,sorcerer,155,419006,2750,2026-02-03
AIKє1,taoist,98,156034,71,2026-02-03
B3TTaa,taoist,107,168560,81,2026-02-03
November2421,taoist,142,329339,369,2026-02-03
丶村长,arbalist,155,398515,1800,2026-02-03
T1T2LegTrade,warrior,152,417421,3050,2026-02-03
supr3mous,arbalist,150,364681,599,2026-02-03
T3WOOSKA,arbalist,154,401684,999,2026-02-03
Rolud inha,taoist,106,171064,94,2026-02-03
23072406,taoist,119,201098,170,2026-02-03
丂卂KU尺卂,sorcerer,145,364048,560,2026-02-03
BotieLand,arbalist,131,238174,110,2026-02-03
Bimorhi67,lancer,111,172452,190,2026-02-03
冷SnowZ,sorcerer,154,431056,2700,2026-02-03
GebrilTwo,arbalist,141,279094,222,2026-02-03
